emotion,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
sad,-606.31604,36.13274,-5.807076,7.518305,-2.3098037,-11.661839,-14.143086,-16.385305,-8.707367,-5.1215534,-10.885103,-0.6276016,-7.562634,0.33602062,0.39216724,0.36537912,0.39414483,0.40134248,0.4298207,0.50539404,0.6497045,0.6861118,0.5143985,0.38253868,0.27947852
angry,-571.6844,37.76481,-5.82085,3.9319723,-6.3164535,-9.722172,-10.662989,-11.525832,-5.2523274,-1.0263411,-10.620169,0.6476795,-6.0883546,0.40873218,0.34704134,0.3541669,0.4570955,0.43568155,0.5001572,0.45700926,0.50798684,0.55378324,0.5094001,0.48407212,0.40810472
angry,-607.32947,42.506176,-3.565896,4.8136587,-4.785646,-9.735051,-7.01396,-11.060597,-4.8369884,-0.98639935,-8.75366,0.3338694,-6.12544,0.46971583,0.5157599,0.46182176,0.47325772,0.50045305,0.496218,0.5196055,0.48563245,0.41925153,0.47417042,0.4999371,0.41867313
angry,-558.26794,34.33364,-11.11571,-0.3480762,-7.507302,-10.168636,-11.857262,-13.7573185,-5.247752,-2.1566896,-10.469803,-0.06635694,-7.7159,0.36186683,0.39929986,0.44412377,0.46967736,0.4124598,0.47586122,0.5295828,0.5251523,0.44988573,0.4396973,0.45047918,0.38217515
angry,-532.8106,35.48579,-10.424447,0.4289749,-9.250447,-10.089857,-11.935518,-17.032333,-7.821772,-2.9732769,-13.677754,-1.1492426,-7.255898,0.3510753,0.37676987,0.34765095,0.35564956,0.39950454,0.51375806,0.58528024,0.5452808,0.51272774,0.53620225,0.50602895,0.4158338
angry,-469.5634,25.470451,-17.619274,2.249392,-13.134789,-13.847134,-11.875315,-15.484395,-4.046135,-6.046223,-9.421472,-3.2297797,-7.057475,0.43641508,0.41212592,0.41580147,0.38354367,0.46051243,0.4970882,0.49435544,0.4881025,0.477006,0.48847485,0.5755478,0.56825554
angry,-480.02,29.367939,-18.08932,0.14280038,-10.668399,-12.795018,-10.137142,-15.986411,-6.591729,-3.7462368,-11.924495,-2.9919236,-8.239662,0.4077799,0.45153368,0.4703381,0.42270553,0.4451664,0.44553733,0.43492883,0.4920007,0.5006537,0.4873747,0.5864586,0.45133722
angry,-422.48666,18.186615,-17.744637,-0.89298326,-13.128706,-11.181192,-12.757181,-19.053814,-7.028032,-5.4320207,-11.416405,-2.6195598,-9.63059,0.390456,0.38454184,0.37342003,0.4027904,0.42258322,0.45284134,0.55633724,0.566562,0.45736367,0.46080855,0.5052467,0.53554153
angry,-428.2555,17.340433,-22.535172,-1.5049291,-15.8907175,-12.727555,-14.892117,-19.538425,-6.748685,-4.065892,-13.115835,-2.1665182,-10.128529,0.4450049,0.44744605,0.40106675,0.4153377,0.45152387,0.50483876,0.50120825,0.5200122,0.48339203,0.4882378,0.4711954,0.4406514
fearful,-576.22,28.446695,-14.443732,5.986563,-5.8943405,-13.804794,-15.550521,-14.8331,-4.2016835,-6.183551,-7.1865344,-0.75506467,-5.052915,0.32206485,0.2976314,0.34792617,0.34490675,0.30277416,0.32739705,0.47037187,0.57511246,0.61865795,0.51071036,0.46457964,0.4000414
fearful,-562.5335,30.494137,-12.746923,4.623323,-4.9160414,-13.014342,-12.493899,-14.099246,-6.209801,-5.2368784,-9.126166,-0.68139744,-5.5682917,0.41057825,0.40088993,0.35911325,0.41292042,0.35410404,0.35997975,0.44452804,0.52533716,0.61979616,0.566528,0.4688291,0.48598328
fearful,-552.10706,27.59818,-20.083569,4.3583965,-9.658024,-11.585358,-20.37179,-16.215378,-2.9262552,-6.940174,-8.506162,-1.503776,-2.951712,0.3026979,0.29260194,0.34003764,0.3746211,0.3571964,0.3958971,0.46375194,0.56731474,0.60888124,0.6312062,0.5941952,0.42524964
fearful,-559.44775,30.365818,-16.490932,0.69044137,-5.484162,-14.074125,-17.41867,-16.242489,-1.9392706,-4.4765244,-9.819712,-0.026667165,-3.9972944,0.34283832,0.3430173,0.37966573,0.3516303,0.36367357,0.36632288,0.41898847,0.5532726,0.6465433,0.65785986,0.5566286,0.45955688
fearful,-491.19098,16.844652,-21.520954,-4.70275,-12.853736,-17.059011,-17.686674,-14.801169,-6.2180905,-7.5996604,-12.4950075,-1.7924603,-7.4126024,0.28918082,0.3777636,0.3871489,0.5075971,0.5354896,0.56429493,0.50915307,0.3963147,0.36364195,0.41527173,0.4253609,0.30623245
fearful,-471.00568,13.598241,-19.87473,-1.5262629,-11.071218,-15.571485,-17.046,-15.1837635,-5.839378,-10.620284,-8.950212,-2.8543627,-7.718337,0.463017,0.46209237,0.5195355,0.49328643,0.42503214,0.37258026,0.43651295,0.49012735,0.4404082,0.46035737,0.45700336,0.43421102
fearful,-469.0862,10.597574,-21.421488,-0.65953773,-10.801404,-20.52757,-20.282267,-15.956002,-6.5292873,-10.909019,-11.432392,-2.6330047,-9.012736,0.4353628,0.52240944,0.5450708,0.5785415,0.51186,0.39507362,0.39443707,0.40605462,0.4592308,0.4762474,0.49636653,0.42378038
fearful,-467.5974,7.9167166,-23.371277,-3.28235,-11.001342,-19.447739,-17.533712,-15.778931,-6.0154037,-10.363911,-11.386257,-0.19187208,-9.347775,0.33187088,0.39764607,0.42590594,0.46841452,0.531152,0.49450812,0.583687,0.5645381,0.5067662,0.5309394,0.46992794,0.39408958
disgust,-581.13416,38.655502,-16.00514,2.2725432,-7.6400156,-11.527341,-11.005772,-11.962993,-5.1540155,-3.7010667,-10.058172,0.46184504,-8.515752,0.4695492,0.39737996,0.3986204,0.4158084,0.53974825,0.56842166,0.4422493,0.4499492,0.48472846,0.47043037,0.5061663,0.5085153
disgust,-598.58624,46.962242,-19.910587,1.5778896,-5.3516517,-13.526786,-9.967015,-12.060026,-9.244387,0.061503895,-11.164741,0.19762765,-9.6167555,0.4804849,0.4680145,0.44300514,0.44071585,0.5232649,0.567994,0.42686126,0.47033143,0.45624116,0.42284,0.4411152,0.4676108
disgust,-600.1855,40.551525,-11.526299,0.6782049,-2.5277143,-13.046741,-13.2828245,-11.474145,-4.4352307,-4.02398,-10.156185,1.5883626,-9.291775,0.46607792,0.44008258,0.4023556,0.48035434,0.54117423,0.52064925,0.4835414,0.40190107,0.42710918,0.4608625,0.49594155,0.4422585
disgust,-580.83813,41.72425,-15.798452,2.9978328,-3.406207,-10.358092,-13.491569,-15.070145,-1.6885307,-2.2673464,-10.696921,1.3985832,-7.9960284,0.42925316,0.42285484,0.36462203,0.39163122,0.4944729,0.6099083,0.5385495,0.48651615,0.4474967,0.43336964,0.4077767,0.390081
disgust,-535.9586,31.30395,-18.455566,1.8280795,-7.754736,-14.401874,-15.082249,-10.971931,-3.6469305,-2.0762587,-11.090623,-1.1602194,-9.056389,0.36776686,0.3450954,0.34946817,0.4167589,0.49614617,0.5537071,0.52156657,0.55534476,0.5605348,0.53133625,0.43906263,0.3654853
disgust,-560.3132,36.299538,-10.567904,-1.9705422,-8.476156,-12.921162,-9.645076,-9.103546,-8.385883,1.1621171,-13.931348,-1.1263026,-7.7122393,0.42195806,0.421188,0.43147027,0.45761093,0.47682804,0.47108692,0.436168,0.4690388,0.47766277,0.4867382,0.47242603,0.39451522
disgust,-558.7364,27.136871,-11.703182,-0.32237822,-7.359474,-15.903596,-13.623363,-10.437417,-3.796905,-5.8508573,-10.493281,-0.7338799,-10.523941,0.34085345,0.36454597,0.34032032,0.37754583,0.47475168,0.48320988,0.4771555,0.50955766,0.50582784,0.5151115,0.4994537,0.34725448
disgust,-529.051,31.21962,-13.95106,3.5120413,-10.6881075,-17.536894,-14.923819,-13.335985,-6.6773067,-2.813576,-13.787277,-2.0095782,-10.458032,0.3142354,0.32958332,0.3631558,0.4107773,0.4494381,0.5030101,0.44205937,0.5056425,0.5271414,0.47670567,0.43590778,0.39876816
surprised,-588.32245,44.78367,-14.9105425,-1.8825707,-5.2892694,-12.08105,-10.81168,-13.177699,-4.4564967,-2.692204,-12.24175,-2.4539506,-7.941723,0.35912842,0.3361969,0.39080402,0.46399838,0.5078814,0.49794358,0.4783952,0.57722455,0.6492714,0.5945018,0.5374367,0.5116096
surprised,-560.48975,37.94107,-16.756535,-2.8194976,-9.982799,-15.725372,-13.0054865,-15.190757,-6.084549,-6.142507,-11.729287,-2.9348927,-10.323106,0.41346034,0.438679,0.4748735,0.50798166,0.50017726,0.50432897,0.5434421,0.59492904,0.5905883,0.54754406,0.51993644,0.4440636
surprised,-568.971,40.819145,-14.66164,-4.484606,-7.5594935,-10.695239,-17.970236,-16.60419,-4.1282754,-3.9432926,-14.076951,-1.8441504,-8.509779,0.3772161,0.35530525,0.36661667,0.42443916,0.49429756,0.5659552,0.5262001,0.5740505,0.5770832,0.5485814,0.4993609,0.445056
surprised,-541.95197,32.849014,-15.331789,-4.4501963,-5.982144,-12.758308,-17.379206,-18.695755,-3.2175522,-5.7151046,-13.95694,1.272125,-4.203628,0.3530297,0.39364302,0.35859448,0.4150761,0.5594515,0.48867953,0.4812498,0.4845785,0.5352372,0.50074625,0.5043821,0.37936142
surprised,-547.90027,32.683582,-15.035591,-6.675255,-9.204033,-13.84937,-13.196954,-16.10854,-3.4575953,-2.7567017,-12.294715,-3.7639096,-8.239785,0.3683117,0.37543654,0.40062693,0.48263374,0.5597579,0.5509303,0.5645126,0.6089072,0.6306364,0.55674297,0.48323303,0.44021794
surprised,-514.192,32.12024,-19.446127,-1.339841,-9.099352,-13.196331,-13.498347,-15.543246,-1.7865764,-5.692144,-10.775425,-1.6073353,-7.9629397,0.33691758,0.33698735,0.37202898,0.39184964,0.5118504,0.52945405,0.45355466,0.48807245,0.5120118,0.5701964,0.47670454,0.3983856
surprised,-494.81628,22.356518,-13.116476,-11.638615,-7.739656,-15.142131,-15.721322,-17.699186,-6.709009,-3.6287947,-14.208452,-2.3829942,-7.497174,0.33893356,0.34444085,0.34053528,0.38239563,0.54460543,0.56739926,0.529283,0.52754694,0.5043983,0.52315104,0.479848,0.36120248
surprised,-528.79193,19.427994,-16.366938,-4.9602222,-5.5349517,-13.857965,-13.738358,-13.965263,-4.1778812,-4.5237126,-13.003763,-5.354391,-11.439018,0.29530433,0.33186078,0.40431646,0.4483244,0.5078021,0.55294806,0.5137201,0.5170152,0.5010569,0.5116307,0.44374877,0.3712028
neutral,-634.9159,58.830063,-9.451161,16.867588,1.5896003,-6.5475736,-5.256483,-8.648918,-9.667604,1.8252425,-6.781282,0.51369375,-4.5732355,0.598146,0.60291904,0.53482515,0.45741138,0.45265287,0.4993262,0.49923316,0.51774466,0.5632306,0.47043988,0.48600128,0.5233721
neutral,-604.5341,55.953304,-11.61215,19.241142,3.896224,-5.003966,0.39941886,-8.02832,-6.984134,3.9652677,-3.7541568,1.323845,-2.6003075,0.5216428,0.55569875,0.53620625,0.54984784,0.57748646,0.5703372,0.47280094,0.42799562,0.4176353,0.42372474,0.48677066,0.5562635
neutral,-619.8538,51.11124,-14.483678,15.15336,0.15970352,-6.8240504,-2.8723993,-10.724366,-9.007174,1.735865,-5.8541813,-0.44353193,-3.935398,0.49009958,0.56324255,0.5261388,0.5687728,0.59067255,0.56648934,0.48929924,0.45724416,0.49002752,0.4806974,0.5772898,0.49516708
neutral,-613.5794,60.292458,-11.229956,15.753427,1.7870957,-7.445361,-4.297419,-11.765463,-8.493497,1.0856878,-6.8050475,-0.111195706,-4.5960383,0.4046293,0.4410044,0.45889586,0.46647474,0.49366513,0.5195708,0.4716838,0.4650443,0.47277564,0.50024056,0.5347811,0.51316035
calm,-669.1821,58.15131,0.6317405,15.647347,3.7773175,-1.205965,-1.7832191,-4.9751263,-5.524521,1.555361,-5.044346,-2.4384348,-2.0434792,0.5310788,0.49490714,0.51728576,0.5271311,0.50650734,0.5208553,0.5600617,0.5630701,0.5648605,0.612775,0.67879015,0.5531279
calm,-692.1074,55.91382,0.13795328,15.04067,3.247659,-0.9018096,-5.920836,-5.1897554,-7.6117754,2.164382,-5.479968,-1.9914577,-3.1621227,0.51620555,0.510083,0.4645409,0.49377933,0.48633,0.5907219,0.55626684,0.5505524,0.5492641,0.59945446,0.64286023,0.5596001
calm,-651.0124,53.248882,-5.003587,12.670809,0.0463993,-2.9303539,-5.136818,-6.818717,-7.217826,2.1985285,-6.8574514,-2.3045752,-4.4417195,0.4952478,0.51774806,0.50424343,0.5064125,0.50535315,0.5376388,0.53629607,0.55139273,0.5904241,0.6225483,0.64113647,0.5602823
calm,-651.21027,53.396847,-3.3939986,13.957561,0.98765075,-3.8801534,-4.9072433,-7.2462854,-7.2469816,1.3136433,-6.3982525,-1.977417,-3.7255602,0.49464417,0.48944208,0.47122425,0.4812443,0.5117039,0.47900066,0.52676445,0.5325835,0.54024136,0.6120626,0.6644878,0.5350803
calm,-644.93805,59.677628,-2.7019744,12.813,3.316403,-3.097528,-6.767424,-5.187066,-7.9722867,3.0887136,-7.193861,-2.1981213,-5.2204328,0.43682504,0.4411099,0.47423995,0.5863821,0.59138286,0.5545984,0.47861943,0.5292371,0.5501645,0.54914296,0.54024136,0.50294316
calm,-667.78406,61.69957,-0.8757064,13.597912,5.287968,-1.0079497,-7.221293,-4.9608364,-7.2074847,3.6395276,-6.130223,-1.3854442,-4.1859026,0.4705216,0.49591482,0.5070603,0.47415882,0.50363505,0.5678039,0.46846664,0.51009274,0.5533131,0.52090216,0.53967494,0.474208
calm,-665.0556,55.995464,-3.3991013,15.7699795,5.1870365,-2.1703212,-7.3339815,-8.104187,-5.9373627,2.99654,-5.6443167,-2.0753603,-1.7106743,0.51182336,0.49782202,0.48468354,0.523566,0.5215257,0.5430365,0.5685647,0.55389905,0.5376832,0.5147449,0.55460805,0.5933045
calm,-641.3839,57.337753,-3.8205378,14.32891,3.5322251,-1.5731245,-6.4928856,-7.8537693,-7.2533174,4.1376786,-8.905201,-2.8328257,-4.1296854,0.45100018,0.44801602,0.47241968,0.51359767,0.50278723,0.53060544,0.53025603,0.49980718,0.5387715,0.57408464,0.6119493,0.48502412
happy,-628.53534,43.044987,-11.9739,9.131984,-2.5364788,-6.521043,-8.714036,-11.733494,-9.382617,-1.8151566,-6.385894,-2.7511911,-7.702618,0.52741545,0.52739054,0.5053369,0.47485363,0.49757117,0.6117371,0.5543821,0.5115661,0.59048873,0.63056535,0.60772306,0.57686836
happy,-571.02203,39.22376,-11.195938,6.660609,-2.171611,-6.1722493,-7.5992723,-9.965566,-7.8207927,-1.8259523,-7.1814723,-1.4210355,-8.08522,0.51952493,0.5419466,0.58854896,0.58922124,0.57030904,0.5718844,0.5186579,0.4917245,0.56508625,0.57742727,0.5777206,0.5284656
happy,-597.3169,38.931843,-10.9475,8.010233,-1.7153715,-7.1543336,-9.484344,-12.857392,-7.8277016,-1.2814535,-7.514573,-1.5271816,-8.031805,0.42341405,0.42355302,0.45569122,0.47119018,0.5253683,0.64082843,0.57422495,0.6161849,0.5896462,0.45532867,0.3962253,0.394352
happy,-598.8362,39.812073,-6.65615,8.879858,-0.65328836,-6.9572983,-7.2361016,-12.625211,-7.8264766,-1.2215225,-6.7482767,-1.8490441,-7.7616096,0.38643205,0.41160634,0.39372775,0.43684125,0.49298114,0.5177693,0.48515826,0.4816663,0.46374375,0.40492213,0.38312146,0.40373567
happy,-498.5769,25.938797,-15.380969,0.076035105,-6.0529976,-8.897923,-8.927691,-9.701568,-10.153631,-1.7452338,-8.3768015,-3.9020736,-8.603054,0.5495071,0.5586126,0.59849024,0.5962738,0.5938923,0.55455124,0.53874564,0.4722076,0.45309296,0.5237065,0.5539406,0.5026327
happy,-500.55423,26.06647,-16.415976,-0.7839404,-7.3208456,-9.542841,-10.245661,-9.421072,-11.405499,-2.5066683,-7.134171,-5.5008845,-10.408898,0.46603003,0.5119094,0.56826776,0.5370292,0.5475653,0.51356834,0.44266126,0.4072976,0.46031246,0.534295,0.47511697,0.4314057
happy,-513.15906,28.721895,-13.820332,-2.7494092,-7.6220775,-11.850862,-7.8448834,-12.740187,-10.132619,-1.0865217,-8.757516,-3.4156094,-11.0839205,0.5481718,0.5215343,0.6234705,0.6509386,0.557569,0.57564896,0.57656497,0.5879003,0.6082832,0.56586534,0.57591873,0.549285
happy,-539.5307,32.852497,-12.655408,1.721427,-7.5287685,-9.933638,-7.1994042,-13.435705,-10.352299,-0.885125,-9.257987,-3.1108558,-9.847815,0.5209633,0.5732824,0.6341136,0.5791229,0.50479776,0.5263816,0.55675745,0.6060437,0.5755146,0.5847757,0.5558117,0.52313524
sad,-685.1829,56.77426,-9.279393,14.332438,4.4330883,-1.9721185,-6.669956,-8.188231,-9.741962,-0.26063663,-6.953678,-2.9033685,-3.353001,0.42652875,0.3827625,0.3579513,0.3996033,0.4826584,0.47527993,0.4232096,0.40835795,0.40797558,0.47633612,0.6166637,0.61145675
sad,-667.0357,56.434765,-7.3753643,16.152308,2.059237,0.42697755,-6.4256406,-6.4950733,-8.494783,0.50265336,-7.618399,-3.6554294,-2.3382668,0.38321576,0.33600855,0.36475912,0.41640165,0.47413668,0.48653153,0.42474812,0.37962446,0.42911172,0.56060255,0.66493475,0.4809346
sad,-625.40735,40.64417,-2.3115413,12.078315,1.4861194,1.7701391,-7.4219503,-5.764306,-8.3702755,0.7467505,-6.356929,-1.220477,-2.1051166,0.52072746,0.47827935,0.5061571,0.5504718,0.57677907,0.53418154,0.49093089,0.4979034,0.49189737,0.5017873,0.5542047,0.57190424
sad,-632.04694,45.300716,-2.2456594,15.037587,2.0742762,2.6724975,-7.198554,-5.0130186,-8.241101,0.42295247,-5.8600707,-1.3576436,-1.776111,0.45068702,0.41448307,0.5308786,0.49237922,0.431876,0.41831425,0.47550273,0.4481641,0.4108515,0.4077933,0.5062143,0.55920535
sad,-561.9902,48.007534,-7.1938205,14.493483,1.9892403,-2.6474817,-13.66499,-10.182586,-10.158323,-1.030208,-7.318392,1.1739429,-1.8165303,0.32946405,0.341181,0.3993755,0.46979278,0.41512772,0.44758874,0.47522184,0.4793498,0.47339118,0.5063499,0.4769588,0.3538989
sad,-600.6645,46.508453,-13.38493,11.750451,2.3509886,-0.98955154,-11.630147,-7.877426,-6.237478,-1.759789,-7.5983844,0.6726935,-1.5157728,0.43110752,0.47654724,0.49505904,0.5028426,0.52711976,0.64597064,0.6369469,0.5608542,0.48399404,0.4331126,0.4409813,0.41578832
sad,-644.30444,41.315315,-0.03140345,6.1122546,1.8327,-0.7837588,-9.765493,-9.470313,-8.68015,-0.5187451,-9.923147,-0.36531344,-3.3753872,0.4111869,0.41477725,0.44065726,0.524752,0.57336545,0.7419365,0.6045016,0.5061587,0.4558996,0.42998096,0.45950407,0.38674876
sad,-593.9766,58.96276,-8.610585,17.575031,6.21945,2.898276,-13.9113035,-7.501175,-1.4332042,0.23424868,-6.6753774,3.656569,1.2910727,0.36654043,0.41039872,0.41823506,0.5231105,0.51245135,0.566048,0.604153,0.5025792,0.4293397,0.47680387,0.50224733,0.4390566
angry,-535.64233,35.02701,-13.12893,4.2034183,-6.145099,-5.4085903,-6.3689322,-10.659025,-10.414888,-0.60861945,-9.115402,-1.225802,-4.93584,0.5248899,0.50557876,0.54159325,0.59772563,0.57809776,0.59713745,0.5391333,0.5423842,0.5377767,0.57286423,0.63823265,0.5928636
angry,-522.03424,34.71428,-11.944426,5.3010416,-5.924959,-6.8540826,-7.0804234,-9.757687,-11.186512,-0.24858063,-9.576096,-1.568249,-6.1194797,0.415414,0.40658173,0.47128898,0.53055257,0.51091254,0.5548208,0.47259676,0.4555747,0.53950393,0.5561664,0.59058946,0.5254361
angry,-541.0501,36.531254,-11.963239,5.257356,-4.6728616,-5.9154925,-6.44163,-9.33905,-9.3657055,-2.645866,-8.393864,-2.5105631,-6.637731,0.56429905,0.5613548,0.54280424,0.5936572,0.6075168,0.54885167,0.46113053,0.4670912,0.5573943,0.6189548,0.66909313,0.62635815
angry,-542.0504,32.139454,-10.928918,2.8826175,-6.976838,-8.977453,-7.1504245,-9.9906645,-12.644738,-1.2760599,-11.006002,-4.143057,-6.966831,0.57722,0.56630373,0.5169719,0.5922223,0.5679999,0.52312213,0.5219895,0.5274138,0.5738379,0.61354434,0.5994956,0.59607005
angry,-410.71396,22.941875,-16.990278,-0.33953723,-10.303412,-7.0093026,-7.538615,-6.65756,-12.333834,-1.6027471,-5.9649863,-3.0672956,-5.5632677,0.48161864,0.53603864,0.64313984,0.69281083,0.6015847,0.52248263,0.50519496,0.54944533,0.5069742,0.5017236,0.5266749,0.4718649
angry,-433.9316,23.935366,-19.855581,-0.033613633,-10.60352,-6.670963,-7.7322702,-7.7934804,-10.180236,-3.0851543,-6.959725,-2.2802513,-7.483617,0.49597704,0.54105663,0.5617571,0.53234226,0.6079033,0.5320125,0.5066434,0.4662171,0.42515233,0.4379206,0.4804911,0.4859375
angry,-393.44562,17.233633,-19.483671,-2.0502288,-8.180153,-5.2279677,-9.664467,-7.4564834,-9.323901,-3.1989512,-6.179779,-1.650268,-6.8047066,0.53466994,0.57552284,0.5701232,0.5607207,0.52650106,0.5520086,0.54153013,0.511318,0.45455414,0.48620945,0.5209039,0.5212262
angry,-401.94135,19.294104,-17.343254,-1.4098943,-9.424719,-7.6310215,-7.819103,-9.140563,-11.030894,-3.032478,-8.619987,-3.3306804,-8.333563,0.46687046,0.5615399,0.49510485,0.5365029,0.55871624,0.5874785,0.533863,0.52076286,0.52137554,0.4693791,0.4783712,0.45599058
fearful,-588.18646,45.16556,-7.1330953,12.079765,0.09822003,-2.5513148,-7.9147034,-10.575438,-6.646715,-0.15322082,-5.2444935,-0.8592181,-3.8769894,0.44021684,0.4706907,0.54673666,0.54716086,0.5322628,0.4679676,0.46323562,0.44311637,0.4189327,0.465847,0.51360035,0.42598274
fearful,-673.6803,48.18034,-6.5421596,12.213113,2.4304945,0.4343397,-4.293806,-8.160066,-7.5013647,3.8211997,-6.817787,-0.044778477,-2.670175,0.43588224,0.49034426,0.6301977,0.6753642,0.61404896,0.58048254,0.52538687,0.45595893,0.4237939,0.48261365,0.47747582,0.44936547
fearful,-618.58185,34.95345,-6.9531474,10.955266,1.3522564,-2.2651129,-7.0432386,-8.906322,-7.6506543,0.9237957,-6.8851047,-0.74101126,-4.3625245,0.5227289,0.6058169,0.64001626,0.56169814,0.557238,0.6192468,0.54265213,0.5041761,0.5161456,0.52131474,0.48423475,0.4718389
fearful,-643.76306,37.95141,-7.412704,9.186196,-0.17028247,-2.0775714,-8.344286,-9.258199,-8.189129,-1.3956019,-6.323213,-1.4466115,-4.495115,0.55158836,0.6245675,0.5947409,0.5638755,0.5681416,0.48977587,0.45934743,0.48357615,0.543412,0.5397392,0.5182572,0.47744527
fearful,-518.0758,37.230156,-15.8226795,11.033732,-3.9617674,-10.632494,-11.314631,-12.605168,-8.676996,-0.7782229,-9.852956,0.004835742,-5.9873776,0.40693477,0.46010786,0.3996644,0.41950113,0.39601305,0.49648064,0.5590744,0.4941189,0.5263229,0.517129,0.46651056,0.3860344
fearful,-545.0272,39.718166,-11.877525,10.979171,-5.137806,-6.347598,-11.787042,-12.023058,-9.723879,-2.3116388,-8.052059,-1.0026002,-6.4923987,0.38420203,0.42884117,0.43545243,0.47728953,0.4625679,0.58184785,0.54598516,0.6127505,0.6361539,0.45943877,0.41163674,0.4053229
fearful,-509.17984,33.42799,-17.12641,5.5103602,-5.538258,-10.647668,-12.75794,-11.774635,-10.161765,0.44051915,-11.226268,-1.8212558,-5.2592797,0.35190535,0.37833363,0.40395808,0.40376243,0.45239812,0.61339265,0.5627974,0.5794401,0.5909082,0.5163163,0.47076035,0.39793587
fearful,-511.23962,44.821175,-18.243704,5.773798,-0.64590245,-5.9833655,-15.859145,-16.650373,-10.762036,0.50270426,-10.213154,-2.123995,-5.7128024,0.24251553,0.2635768,0.31798065,0.35284266,0.52174205,0.61858785,0.44810954,0.39282453,0.31858042,0.2569574,0.2557704,0.2336366
disgust,-624.88556,46.151466,-2.804257,10.492902,1.5036049,4.117676,-6.5151978,-5.9276133,-8.533218,3.847847,-4.6139264,-2.2936473,-1.2972898,0.5547791,0.46944213,0.47411412,0.6236885,0.6380032,0.57394487,0.55788136,0.52262276,0.51046294,0.49972603,0.47643042,0.5203777
disgust,-624.4172,42.05763,-3.8146405,11.597663,-0.95079625,-0.37692437,-6.571322,-5.281277,-6.5480523,1.2217449,-5.1576333,-1.7319094,-2.1653125,0.5801372,0.5651607,0.5065157,0.5225667,0.59038097,0.5981587,0.58781236,0.57073945,0.5887295,0.57967013,0.57711965,0.5436393
disgust,-643.579,35.667194,-1.3996114,7.92935,0.6976068,1.6224483,-8.852786,-6.095275,-4.9703894,0.74008125,-5.6592727,-2.521883,-2.0065,0.49478224,0.56192327,0.55216146,0.513566,0.57924026,0.56183183,0.58231235,0.6356678,0.5870416,0.5351279,0.5569096,0.52682745
disgust,-651.1564,40.637745,1.8421994,8.534471,0.2853501,2.121418,-7.776494,-7.0542984,-5.4728703,-0.43176103,-6.8215284,-1.7242197,-3.2775643,0.5741714,0.5099254,0.5395019,0.618093,0.6305146,0.55761695,0.56702626,0.56068754,0.52015895,0.5496913,0.59088457,0.56681263
disgust,-552.3251,38.507088,-3.3024826,5.952381,-1.2634342,-1.0296187,-5.1045537,-7.125328,-9.479981,0.83096445,-6.5080605,-1.5343869,-5.340064,0.4114417,0.4118857,0.4057332,0.47400275,0.59096813,0.63448256,0.5218714,0.4745801,0.47301272,0.5266488,0.51845104,0.50623906
disgust,-559.88605,44.562775,-3.0813043,8.183183,-3.391209,-2.2041068,-8.015006,-10.095824,-10.121471,1.2620351,-7.5709085,-2.1823485,-4.434007,0.40528435,0.41254783,0.42246535,0.47425583,0.69019735,0.66656446,0.5115398,0.4694895,0.4841905,0.51857555,0.53254783,0.41300234
disgust,-556.768,41.761803,-1.2074403,6.5518126,1.1483959,-3.2501366,-9.950554,-9.73901,-10.896698,-0.9434724,-8.991852,-3.1951618,-5.4371486,0.40102512,0.36580905,0.37269053,0.49550664,0.6021552,0.6171592,0.5233769,0.5168666,0.52903485,0.53922915,0.52800804,0.5154066
disgust,-570.63257,39.64186,-0.86744916,6.445052,0.8322711,-3.6028461,-7.568912,-11.642018,-10.82226,0.6826414,-9.575354,-2.5600643,-6.161773,0.36218798,0.33902,0.38096312,0.48562935,0.57538134,0.5191796,0.4796016,0.44233763,0.44043103,0.4569194,0.43383518,0.3538765
surprised,-563.8076,39.927605,-11.948541,7.3820086,-3.8514965,-6.4888663,-10.2977495,-10.525122,-7.8438597,0.66095394,-7.524079,-1.5035084,-7.0502253,0.55794656,0.5614317,0.59866405,0.62222254,0.56363153,0.6757371,0.6278653,0.6056613,0.59816474,0.63187075,0.62506646,0.549101
surprised,-570.3637,42.30238,-11.224055,8.1150055,-1.5534924,-7.3424125,-9.026759,-9.0069895,-6.94765,2.6191676,-8.66624,-0.502733,-6.334229,0.5092933,0.5519447,0.57988197,0.55973834,0.5028412,0.4855242,0.53116715,0.5455087,0.5694915,0.5439392,0.5726154,0.5202816
surprised,-545.45105,43.60119,-10.882895,4.2786574,-0.17257379,-5.0664754,-8.629974,-9.8794155,-8.051805,3.627064,-5.9829206,-2.3510737,-6.207733,0.4435712,0.54127514,0.5995461,0.7244266,0.6927604,0.613895,0.5082622,0.45367873,0.42481598,0.4049195,0.45667157,0.43311375
surprised,-541.12555,39.99017,-13.713658,2.3345976,-3.7226858,-6.656777,-10.062982,-10.091949,-7.881744,-0.07186493,-7.1282344,-4.312495,-7.028163,0.45813924,0.557773,0.6218871,0.70040065,0.66025364,0.6264854,0.57812244,0.5505461,0.48567837,0.46629298,0.42941016,0.4301174
